image_path,Сезон,Материал подошвы,Материал верха,Цвет,Страна производства
images_shoes\image_1_MP002XM0BQRR_24810282_2_v1.jpg,мульти,этиленвинилацетат,"натуральный нубук, текстиль",коричневый,
images_shoes\image_2_MP002XM0BQRR_24810283_3_v1.jpg,мульти,этиленвинилацетат,"натуральный нубук, текстиль",коричневый,
images_shoes\image_3_MP002XM0BQRR_24810284_4_v1.jpg,мульти,этиленвинилацетат,"натуральный нубук, текстиль",коричневый,
images_shoes\image_4_MP002XM0BQRR_24810285_5_v1.jpg,мульти,этиленвинилацетат,"натуральный нубук, текстиль",коричневый,
images_shoes\image_0_RTLADT167601_24545729_1_v1.jpg,"демисезон, зима",полимер,натуральная замша,серый,
images_shoes\image_1_RTLADT167601_24545730_2_v1.jpg,"демисезон, зима",полимер,натуральная замша,серый,
images_shoes\image_2_RTLADT167601_24545731_3_v1.jpg,"демисезон, зима",полимер,натуральная замша,серый,
images_shoes\image_3_RTLADT167601_24545732_4_v1.jpg,"демисезон, зима",полимер,натуральная замша,серый,
images_shoes\image_4_RTLADT167601_24545733_5_v1.jpg,"демисезон, зима",полимер,натуральная замша,серый,
images_shoes\image_0_RTLADU928001_25305537_1_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_1_RTLADU928001_25305538_2_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_2_RTLADU928001_25305539_3_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_3_RTLADU928001_25305540_4_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_4_RTLADU928001_25305541_5_v1.jpg,демисезон,резина,"натуральная замша, натуральная кожа",черный,
images_shoes\image_0_MP002XM0BQKF_24844494_1_v1.jpg,"зима, демисезон","резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, ПВХ",серый,
images_shoes\image_1_MP002XM0BQKF_24844495_2_v1.jpg,"зима, демисезон","резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, ПВХ",серый,
images_shoes\image_2_MP002XM0BQKF_24844496_3_v1.jpg,"зима, демисезон","резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, ПВХ",серый,
images_shoes\image_3_MP002XM0BQKF_24844497_4_v1.jpg,"зима, демисезон","резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, ПВХ",серый,
images_shoes\image_4_MP002XM0BQKF_24844498_5_v1.jpg,"зима, демисезон","резина, этиленвинилацетат","искусственная кожа, натуральная кожа, полиэстер, ПВХ",серый,
images_shoes\image_0_MP002XM255M9_24793877_1_v1_2x.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM255M9_24793878_2_v1_2x.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM255M9_24793879_3_v1_2x.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM255M9_24793880_4_v1_2x.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM255M9_24793881_5_v1_2x.jpg,демисезон,термоэластопласт,натуральная кожа,коричневый,
images_shoes\image_0_MP002XM0VEZA_22033301_1_v1.jpg,мульти,полиуретан,натуральная кожа,черный,
images_shoes\image_1_MP002XM0VEZA_22033302_2_v1.jpg,мульти,полиуретан,натуральная кожа,черный,
images_shoes\image_2_MP002XM0VEZA_22033303_3_v1.jpg,мульти,полиуретан,натуральная кожа,черный,
images_shoes\image_3_MP002XM0VEZA_22033304_4_v1.jpg,мульти,полиуретан,натуральная кожа,черный,
images_shoes\image_4_MP002XM0VEZA_22033305_5_v1.jpg,мульти,полиуретан,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BTB5_24921290_1_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_1_MP002XM0BTB5_24921291_2_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_2_MP002XM0BTB5_24921292_3_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_3_MP002XM0BTB5_24921293_4_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_4_MP002XM0BTB5_24921294_5_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BVKA_25018876_1_v1_2x.jpg,демисезон,резина,натуральная замша,серый,
images_shoes\image_1_MP002XM0BVKA_25018877_2_v1_2x.jpg,демисезон,резина,натуральная замша,серый,
images_shoes\image_2_MP002XM0BVKA_25018878_3_v1_2x.jpg,демисезон,резина,натуральная замша,серый,
images_shoes\image_3_MP002XM0BVKA_25018879_4_v1_2x.jpg,демисезон,резина,натуральная замша,серый,
images_shoes\image_4_MP002XM0BVKA_25018880_5_v1_2x.jpg,демисезон,резина,натуральная замша,серый,
images_shoes\image_0_MP002XM1615Z_22138788_1_v1.jpg,демисезон,резина,"искусственная кожа, полиэстер",синий,
images_shoes\image_1_MP002XM1615Z_22138789_2_v1.jpg,демисезон,резина,"искусственная кожа, полиэстер",синий,
images_shoes\image_2_MP002XM1615Z_22138790_3_v1.jpg,демисезон,резина,"искусственная кожа, полиэстер",синий,
images_shoes\image_3_MP002XM1615Z_22138791_4_v1.jpg,демисезон,резина,"искусственная кожа, полиэстер",синий,
images_shoes\image_4_MP002XM1615Z_22138792_5_v1.jpg,демисезон,резина,"искусственная кожа, полиэстер",синий,
images_shoes\image_0_MP002XM0B29Q_20924511_1_v2.jpg,зима,полиуретан,натуральная кожа,коричневый,
images_shoes\image_1_MP002XM0B29Q_20924512_2_v2.jpg,зима,полиуретан,натуральная кожа,коричневый,
images_shoes\image_2_MP002XM0B29Q_20924513_3_v2.jpg,зима,полиуретан,натуральная кожа,коричневый,
images_shoes\image_3_MP002XM0B29Q_20924514_4_v2.jpg,зима,полиуретан,натуральная кожа,коричневый,
images_shoes\image_4_MP002XM0B29Q_20924515_5_v2.jpg,зима,полиуретан,натуральная кожа,коричневый,
images_shoes\image_0_RTLACD896401_18545376_1_v1.jpg,демисезон,термопластичная резина,натуральная кожа,черный,
images_shoes\image_1_RTLACD896401_18545377_2_v1.jpg,демисезон,термопластичная резина,натуральная кожа,черный,
images_shoes\image_2_RTLACD896401_18545378_3_v1.jpg,демисезон,термопластичная резина,натуральная кожа,черный,
images_shoes\image_3_RTLACD896401_18545379_4_v1.jpg,демисезон,термопластичная резина,натуральная кожа,черный,
images_shoes\image_4_RTLACD896401_18545380_5_v1.jpg,демисезон,термопластичная резина,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BKJE_24514995_1_v1.jpg,Не указано,Не указано,Не указано,Не указано,
images_shoes\image_1_MP002XM0BKJE_24514996_2_v1.jpg,Не указано,Не указано,Не указано,Не указано,
